Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG
450;Héctor Ramírez;mx MEX;DF;UNAM;19-101;2004;2;2;64;0.7;0;0;0;0;0;0;0;1;0.0;0.0;0.0;0.0;1;4;1;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.07;0.00;0.07
451;Kevin Ramírez;uy URU;FW;Puebla;29-032;1994;4;0;80;0.9;0;0;0;0;0;0;0;0;0.4;0.4;0.0;0.4;3;3;11;0.00;0.00;0.00;0.00;0.00;0.43;0.00;0.43;0.43;0.43
452;Rafael Ramírez;mx MEX;GK;Necaxa;30-168;1992;1;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
453;Salvador Reyes Chávez;mx MEX;DF;América;24-364;1998;25;15;1406;15.6;1;1;2;1;0;0;3;0;1.1;1.1;1.7;2.7;32;31;92;0.06;0.06;0.13;0.06;0.13;0.07;0.11;0.18;0.07;0.18
454;Diego Reyes;mx MEX;DF;UANL;30-226;1992;24;22;1963;21.8;1;0;1;1;0;0;4;0;2.1;2.1;1.0;3.1;23;65;3;0.05;0.00;0.05;0.05;0.05;0.10;0.05;0.14;0.10;0.14
455;Israel Reyes;mx MEX;DF;América;22-345;2000;14;14;1260;14.0;0;0;0;0;0;0;2;0;1.2;1.2;0.2;1.3;8;51;5;0.00;0.00;0.00;0.00;0.00;0.08;0.01;0.10;0.08;0.10
456;Israel Reyes;mx MEX;MFDF;Puebla;22-345;2000;17;16;1469;16.3;3;0;3;3;0;0;3;0;1.4;1.4;0.1;1.5;7;43;10;0.18;0.00;0.18;0.18;0.18;0.09;0.01;0.09;0.09;0.09
457;Jacobo Reyes;us USA;FWDF;Monterrey;22-265;2000;3;1;51;0.6;0;0;0;0;0;0;1;0;0.0;0.0;0.1;0.1;0;1;2;0.00;0.00;0.00;0.00;0.00;0.00;0.18;0.18;0.00;0.18
458;Jose Reyes;mx MEX;MF;FC Juárez;22-122;2001;1;0;37;0.4;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
459;Luis Ricardo Reyes;mx MEX;DFMF;Atlas;32-030;1991;29;29;2406;26.7;1;4;5;0;1;1;6;1;1.4;0.6;3.9;4.5;40;121;87;0.04;0.15;0.19;0.00;0.15;0.05;0.15;0.20;0.02;0.17
460;Jesús Rivas;mx MEX;DF;UNAM;20-186;2002;1;0;30;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
461;Ulises Rivas;mx MEX;MF;UNAM;27-098;1996;11;7;559;6.2;1;0;1;1;0;0;1;0;0.3;0.3;0.1;0.5;2;12;10;0.16;0.00;0.16;0.16;0.16;0.05;0.02;0.08;0.05;0.08
462;Christian Rivera;co COL;MFFW;Tijuana;27-109;1996;12;3;436;4.8;0;0;0;0;0;0;0;0;0.3;0.3;0.6;0.9;8;23;14;0.00;0.00;0.00;0.00;0.00;0.07;0.13;0.19;0.07;0.19
463;Christian Rivera;co COL;MF;Querétaro;27-109;1996;13;13;1170;13.0;1;1;2;1;0;0;7;0;0.9;0.9;0.5;1.4;15;71;13;0.08;0.08;0.15;0.08;0.15;0.06;0.03;0.09;0.06;0.09
464;Ignacio Rivero;uy URU;DFMF;Cruz Azul;31-023;1992;31;30;2666;29.6;1;5;6;1;0;0;7;0;2.0;2.0;3.9;6.0;32;160;155;0.03;0.17;0.20;0.03;0.20;0.07;0.13;0.20;0.07;0.20
465;Jorge Roberto Díaz;mx MEX;MFFW;León;24-280;1998;5;0;46;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.1;4;1;1;0.00;0.00;0.00;0.00;0.00;0.09;0.03;0.13;0.09;0.13
466;Ángel Robles;mx MEX;MFDF;Puebla;21-166;2001;14;6;564;6.3;2;1;3;2;0;0;2;0;1.3;1.3;0.3;1.6;10;12;34;0.32;0.16;0.48;0.32;0.48;0.20;0.05;0.25;0.20;0.25
467;Carlos Robles;mx MEX;MF;Atlas;22-296;2000;1;0;21;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
468;Aldo Rocha;mx MEX;MF;Atlas;30-178;1992;22;21;1779;19.8;1;1;2;1;0;0;5;0;1.2;1.2;1.2;2.4;19;117;13;0.05;0.05;0.10;0.05;0.10;0.06;0.06;0.12;0.06;0.12
469;Alan Rodríguez;mx MEX;MF;Toluca;27-044;1996;14;1;169;1.9;0;0;0;0;0;0;2;1;0.1;0.1;0.1;0.2;1;5;5;0.00;0.00;0.00;0.00;0.00;0.03;0.06;0.09;0.03;0.09
470;Brian Rodríguez;uy URU;FWMF;América;22-348;2000;17;5;715;7.9;1;1;2;1;0;0;1;0;2.2;2.2;0.8;3.0;37;29;87;0.13;0.13;0.25;0.13;0.25;0.28;0.10;0.38;0.28;0.38
471;Charly Rodríguez;mx MEX;MFFW;Cruz Azul;26-120;1997;34;29;2537;28.2;2;6;8;2;0;0;7;0;1.3;1.3;5.9;7.2;56;190;103;0.07;0.21;0.28;0.07;0.28;0.05;0.21;0.26;0.05;0.26
472;Emerson Rodríguez;co COL;MF;Santos;22-251;2000;7;1;195;2.2;0;0;0;0;0;0;0;0;0.1;0.1;0.4;0.5;6;8;29;0.00;0.00;0.00;0.00;0.00;0.03;0.21;0.23;0.03;0.23
473;Gael Rodríguez;mx MEX;DF;UNAM;20-354;2002;2;0;5;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
474;Jerónimo Rodríguez;mx MEX;DF;UNAM;24-040;1999;11;7;553;6.1;1;0;1;1;0;0;1;0;0.2;0.2;0.2;0.5;6;19;26;0.16;0.00;0.16;0.16;0.16;0.04;0.04;0.08;0.04;0.08
475;Jesús Rodríguez;mx MEX;GK;Puebla;29-347;1993;3;3;270;3.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
476;Jonathan Rodríguez;uy URU;FWMF;América;29-301;1993;32;30;2305;25.6;11;3;14;11;0;0;4;0;7.1;7.1;3.4;10.5;62;73;252;0.43;0.12;0.55;0.43;0.55;0.28;0.13;0.41;0.28;0.41
477;Jorge Rodríguez;mx MEX;DF;Toluca;21-242;2001;8;3;286;3.2;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;4;6;10;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.00;0.02
478;Jorge Rodríguez;mx MEX;FWMF;Atlas;19-141;2003;4;0;49;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;2;6;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
479;Lucas Rodríguez;ar ARG;MF;Tijuana;26-006;1997;28;21;1912;21.2;6;3;9;5;1;2;6;1;6.3;4.8;3.1;7.9;60;139;91;0.28;0.14;0.42;0.24;0.38;0.30;0.15;0.44;0.22;0.37
480;Michell Rodríguez;mx MEX;FW;Monterrey;22-266;2000;2;0;2;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
481;Gabriel Rojas;ar ARG;DF;Querétaro;25-315;1997;19;18;1634;18.2;0;3;3;0;0;0;4;0;0.3;0.3;2.0;2.3;36;46;87;0.00;0.17;0.17;0.00;0.17;0.02;0.11;0.13;0.02;0.13
482;Diego Rolán;uy URU;MFFW;FC Juárez;30-040;1993;4;0;80;0.9;0;0;0;0;0;0;1;0;0.3;0.3;0.1;0.3;7;5;10;0.00;0.00;0.00;0.00;0.00;0.30;0.09;0.39;0.30;0.39
483;Juan Romagnoli;ar ARG;MFFW;Querétaro;26-317;1996;9;3;314;3.5;1;1;2;1;0;0;0;0;0.6;0.6;0.6;1.2;9;8;15;0.29;0.29;0.57;0.29;0.57;0.17;0.17;0.34;0.17;0.34
484;Ángel Romero;py PAR;MFFW;Cruz Azul;30-303;1992;15;10;767;8.5;2;1;3;1;1;2;2;0;3.7;2.2;1.0;3.2;34;58;56;0.23;0.12;0.35;0.12;0.23;0.44;0.12;0.56;0.25;0.37
485;Braian Romero;ar ARG;FWMF;Tijuana;31-322;1991;13;7;720;8.0;1;0;1;1;0;0;2;0;1.9;1.9;0.6;2.6;11;14;44;0.12;0.00;0.12;0.12;0.12;0.24;0.08;0.32;0.24;0.32
486;Lucas Romero;ar ARG;MF;León;29-015;1994;15;12;1081;12.0;0;1;1;0;0;0;3;0;0.5;0.5;1.2;1.7;20;80;20;0.00;0.08;0.08;0.00;0.08;0.04;0.10;0.14;0.04;0.14
487;Luis Romo;mx MEX;MF;Monterrey;27-332;1995;32;30;2668;29.6;2;4;6;2;0;0;7;0;2.6;2.6;3.5;6.1;28;189;70;0.07;0.13;0.20;0.07;0.20;0.09;0.12;0.21;0.09;0.21
488;Carlos Rotondi;ar ARG;MFFW;Cruz Azul;26-052;1997;28;25;1962;21.8;4;2;6;4;0;0;3;1;3.1;3.1;3.9;7.0;54;51;146;0.18;0.09;0.28;0.18;0.28;0.14;0.18;0.32;0.14;0.32
489;Fernando Rubén González;mx MEX;MF;Guadalajara;29-096;1994;29;19;1632;18.1;1;0;1;1;0;0;4;1;0.5;0.5;0.5;1.0;11;94;16;0.06;0.00;0.06;0.06;0.06;0.03;0.03;0.05;0.03;0.05
490;Brian Rubio;mx MEX;FW;Mazatlán;26-175;1996;15;7;685;7.6;0;0;0;0;0;0;3;0;1.8;1.8;0.2;2.0;12;13;47;0.00;0.00;0.00;0.00;0.00;0.24;0.02;0.26;0.24;0.26
491;Brian Rubio;mx MEX;FW;León;26-175;1996;14;2;384;4.3;3;1;4;3;0;0;3;0;0.6;0.6;0.9;1.5;9;16;31;0.70;0.23;0.94;0.70;0.94;0.15;0.21;0.36;0.15;0.36
492;Jesús Rubio;mx MEX;DF;Tijuana;;;3;1;167;1.9;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
493;Alan Ruiz;mx MEX;DF;Tijuana;22-120;2001;1;0;70;0.8;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.06;0.00;0.06
494;Marcel Ruiz;mx MEX;MF;Toluca;22-189;2000;31;29;2452;27.2;3;2;5;3;0;0;6;1;3.9;3.9;1.9;5.8;69;180;74;0.11;0.07;0.18;0.11;0.18;0.14;0.07;0.21;0.14;0.21
495;Jorge Ruvalcaba;us USA;MFFW;UNAM;21-284;2001;23;5;746;8.3;2;1;3;2;0;0;3;0;3.4;3.4;1.6;5.0;49;18;89;0.24;0.12;0.36;0.24;0.36;0.42;0.19;0.61;0.42;0.61
496;Javier Salas;mx MEX;MF;FC Juárez;29-256;1993;25;25;2029;22.5;0;0;0;0;0;0;7;1;1.1;1.1;0.4;1.5;9;71;15;0.00;0.00;0.00;0.00;0.00;0.05;0.02;0.07;0.05;0.07
497;Carlos Salcedo;mx MEX;DF;FC Juárez;29-216;1993;30;30;2688;29.9;0;0;0;0;0;0;9;0;1.4;1.4;0.7;2.1;11;97;15;0.00;0.00;0.00;0.00;0.00;0.05;0.02;0.07;0.05;0.07
498;Eduardo Salvio;ar ARG;MFFW;UNAM;32-294;1990;27;26;2182;24.2;9;3;12;7;2;2;0;0;7.5;6.0;5.3;11.2;126;69;229;0.37;0.12;0.49;0.29;0.41;0.31;0.22;0.53;0.25;0.46
499;Rubens Sambueza;ar ARG;MFFW;Atlético;39-122;1984;10;1;233;2.6;1;1;2;1;0;0;1;0;0.2;0.2;0.4;0.6;8;22;21;0.39;0.39;0.77;0.39;0.77;0.08;0.17;0.25;0.08;0.25
500;Juan Sanabria;uy URU;MFDF;Atlético;23-035;2000;32;25;2304;25.6;1;2;3;1;0;0;6;1;1.8;1.8;5.1;6.9;36;122;78;0.04;0.08;0.12;0.04;0.12;0.07;0.20;0.27;0.07;0.27
501;Andrés Sánchez;mx MEX;GK;Atlético;25-212;1997;1;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
502;Erick Sánchez;mx MEX;MF;Pachuca;23-218;1999;33;33;2859;31.8;3;1;4;3;0;0;5;1;3.6;3.6;4.0;7.6;84;238;54;0.09;0.03;0.13;0.09;0.13;0.11;0.13;0.24;0.11;0.24
503;Jesús Sánchez García;mx MEX;DF;Guadalajara;33-245;1989;12;11;646;7.2;0;0;0;0;0;0;5;0;0.0;0.0;0.3;0.3;8;31;19;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.04;0.00;0.04
504;Jonathan Sánchez;mx MEX;DF;UNAM;29-051;1994;7;6;498;5.5;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;1;7;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
505;Luis Sánchez;mx MEX;DF;Monterrey;23-000;2000;2;2;157;1.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;7;2;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.00;0.02
506;Richard Sánchez;py PAR;MF;América;27-035;1996;31;25;2165;24.1;4;2;6;4;0;0;3;0;1.4;1.4;3.3;4.6;38;220;29;0.17;0.08;0.25;0.17;0.25;0.06;0.14;0.19;0.06;0.19
507;Kevin Sandoval;mx MEX;FW;Atlético;20-060;2003;1;0;3;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
508;Raúl Sandoval;mx MEX;DF;Mazatlán;23-105;2000;18;11;858;9.5;0;0;0;0;0;0;1;1;0.1;0.1;0.4;0.5;23;23;54;0.00;0.00;0.00;0.00;0.00;0.01;0.04;0.06;0.01;0.06
509;Miguel Sansores;mx MEX;FWMF;Mazatlán;32-005;1991;21;8;792;8.8;2;1;3;2;0;0;3;0;3.0;3.0;0.8;3.8;5;10;38;0.23;0.11;0.34;0.23;0.34;0.34;0.09;0.43;0.34;0.43
510;Anderson Santamaría;pe PER;DF;Atlas;31-113;1992;25;23;1833;20.4;0;1;1;0;0;0;9;1;0.8;0.8;1.0;1.8;9;68;9;0.00;0.05;0.05;0.00;0.05;0.04;0.05;0.09;0.04;0.09
511;José Santiago Hernández;mx MEX;GK;Atlas;26-002;1997;5;4;440;4.9;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
512;Samir Santos;br BRA;DF;UANL;28-149;1994;20;19;1654;18.4;2;1;3;2;0;0;5;0;2.2;2.2;0.2;2.3;19;63;6;0.11;0.05;0.16;0.11;0.16;0.12;0.01;0.13;0.12;0.13
513;Sebastian Santos;mx MEX;MF;León;20-102;2003;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
514;Camilo Sanvezzo;br BRA;FWMF;Toluca;34-286;1988;30;6;913;10.1;8;3;11;4;4;4;4;0;6.4;3.3;1.7;5.0;8;22;54;0.79;0.30;1.08;0.39;0.69;0.64;0.17;0.81;0.32;0.50
515;Sebastián Saucedo;us USA;MFFW;Toluca;26-101;1997;13;1;300;3.3;1;1;2;1;0;0;2;2;1.0;1.0;0.5;1.5;13;4;31;0.30;0.30;0.60;0.30;0.60;0.30;0.14;0.44;0.30;0.44
516;Francisco Sebastián Córdova;mx MEX;MFFW;UANL;25-325;1997;28;20;1821;20.2;5;5;10;5;0;1;2;1;4.8;4.0;4.8;8.8;52;76;154;0.25;0.25;0.49;0.25;0.49;0.23;0.24;0.47;0.20;0.43
517;Ángel Sepúlveda;mx MEX;FW;Querétaro;32-077;1991;29;26;2055;22.8;6;2;8;5;1;2;1;0;6.8;5.2;1.9;7.1;21;45;121;0.26;0.09;0.35;0.22;0.31;0.30;0.08;0.38;0.23;0.31
518;Gilberto Sepúlveda;mx MEX;DF;Guadalajara;24-088;1999;33;33;2919;32.4;1;0;1;1;0;0;8;1;1.5;1.5;0.5;2.0;30;90;2;0.03;0.00;0.03;0.03;0.03;0.05;0.01;0.06;0.05;0.06
519;Leonardo Sequeira;ar ARG;MFFW;Querétaro;28-007;1995;13;11;998;11.1;0;0;0;0;0;0;3;0;2.1;2.1;1.6;3.7;23;13;79;0.00;0.00;0.00;0.00;0.00;0.19;0.14;0.33;0.19;0.33
520;Jordan Sierra;ec ECU;MF;FC Juárez;26-010;1997;16;16;1234;13.7;1;0;1;1;0;0;1;0;0.7;0.7;0.5;1.2;11;65;68;0.07;0.00;0.07;0.07;0.07;0.05;0.04;0.09;0.05;0.09
521;Jordan Sierra;ec ECU;MFFW;Toluca;26-010;1997;16;8;749;8.3;1;0;1;1;0;0;2;1;1.1;1.1;0.8;1.9;10;31;51;0.12;0.00;0.12;0.12;0.12;0.13;0.10;0.23;0.13;0.23
522;Antony Silva;py PAR;GK;Puebla;39-065;1984;31;31;2790;31.0;0;0;0;0;0;0;3;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
523;Gastón Silva;uy URU;DF;Puebla;29-059;1994;32;32;2764;30.7;1;3;4;1;0;0;8;0;1.4;1.4;1.2;2.6;24;88;19;0.03;0.10;0.13;0.03;0.13;0.04;0.04;0.08;0.04;0.08
524;Jordan Silva;mx MEX;DFMF;Cruz Azul;28-277;1994;4;1;103;1.1;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;0;4;0;0.00;0.00;0.00;0.00;0.00;0.09;0.00;0.09;0.09;0.09
525;Jordan Silva;mx MEX;DF;Querétaro;28-277;1994;13;12;1154;12.8;1;0;1;1;0;0;2;0;1.1;1.1;0.4;1.5;2;24;1;0.08;0.00;0.08;0.08;0.08;0.08;0.03;0.12;0.08;0.12
526;Maximiliano Silvera;uy URU;FW;FC Juárez;25-240;1997;9;7;488;5.4;0;0;0;0;0;1;1;1;1.7;0.7;0.8;1.4;12;6;30;0.00;0.00;0.00;0.00;0.00;0.31;0.14;0.45;0.12;0.26
527;Maximiliano Silvera;uy URU;FWMF;Necaxa;25-240;1997;12;6;473;5.3;1;1;2;1;0;0;3;0;1.3;1.3;0.1;1.4;12;11;30;0.19;0.19;0.38;0.19;0.38;0.24;0.03;0.27;0.24;0.27
528;Alan Soñora;us USA;MFFW;FC Juárez;24-273;1998;8;3;331;3.7;0;1;1;0;0;0;1;0;0.2;0.2;0.8;1.0;9;30;19;0.00;0.27;0.27;0.00;0.27;0.06;0.21;0.26;0.06;0.26
529;Joel Soñora;us USA;MFFW;FC Juárez;26-230;1996;5;0;104;1.2;0;1;1;0;0;0;0;0;0.1;0.1;0.2;0.3;6;7;3;0.00;0.87;0.87;0.00;0.87;0.11;0.13;0.25;0.11;0.25
530;Gonzalo Sosa;ar ARG;FW;Mazatlán;34-119;1989;14;10;810;9.0;1;1;2;0;1;2;3;0;2.2;0.6;0.8;1.5;1;17;40;0.11;0.11;0.22;0.00;0.11;0.25;0.09;0.34;0.07;0.16
531;Sebastián Sosa;uy URU;GK;UNAM;36-257;1986;12;12;1080;12.0;0;0;0;0;0;0;4;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
532;Yeferson Soteldo;ve VEN;FWMF;UANL;25-307;1997;3;0;35;0.4;0;0;0;0;0;0;0;0;0.1;0.1;0.3;0.4;6;4;10;0.00;0.00;0.00;0.00;0.00;0.17;0.75;0.92;0.17;0.92
533;Leonardo Suárez;ar ARG;MF;Santos;27-034;1996;16;6;745;8.3;6;2;8;6;0;0;0;0;2.1;2.1;1.6;3.7;22;52;49;0.72;0.24;0.97;0.72;0.97;0.25;0.19;0.44;0.25;0.44
534;Leonardo Suárez;ar ARG;MFFW;América;27-034;1996;15;7;686;7.6;3;1;4;3;0;0;2;0;2.0;2.0;2.1;4.1;22;31;61;0.39;0.13;0.52;0.39;0.52;0.26;0.27;0.54;0.26;0.54
535;Christian Tabó;uy URU;FWMF;Cruz Azul;29-161;1993;22;6;731;8.1;2;0;2;2;0;0;5;0;1.9;1.9;0.5;2.4;19;17;72;0.25;0.00;0.25;0.25;0.25;0.23;0.06;0.29;0.23;0.29
536;Alfredo Talavera;mx MEX;GK;FC Juárez;40-227;1982;34;34;3060;34.0;0;0;0;0;0;0;4;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
537;Miguel Tapias;mx MEX;DF;Pachuca;26-114;1997;13;10;1006;11.2;0;0;0;0;0;0;3;0;0.7;0.7;0.1;0.8;9;30;0;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.07;0.07
538;Eduardo Tercero;mx MEX;DFFW;UANL;26-362;1996;6;1;160;1.8;0;0;0;0;0;0;1;0;0.2;0.2;0.0;0.2;2;5;0;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.13;0.13;0.13
539;William Tesillo;co COL;DF;León;33-090;1990;7;5;437;4.9;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;24;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
540;Florian Thauvin;fr FRA;MFFW;UANL;30-097;1993;7;3;311;3.5;3;2;5;3;0;0;0;1;1.9;1.9;1.5;3.3;20;20;46;0.87;0.58;1.45;0.87;1.45;0.55;0.42;0.97;0.55;0.97
541;Iván Tona;mx MEX;MFDF;Monterrey;23-032;2000;4;0;22;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
542;Alan Torres;mx MEX;MF;Guadalajara;23-073;2000;16;5;539;6.0;0;0;0;0;0;0;0;0;0.5;0.5;0.1;0.6;7;43;10;0.00;0.00;0.00;0.00;0.00;0.08;0.02;0.10;0.08;0.10
543;Félix Torres Caicedo;ec ECU;DF;Santos;26-112;1997;29;23;2141;23.8;2;0;2;2;0;0;6;0;1.7;1.7;1.4;3.1;9;75;2;0.08;0.00;0.08;0.08;0.08;0.07;0.06;0.13;0.07;0.13
544;Jonathan Torres;ar ARG;FW;Querétaro;26-125;1996;14;6;586;6.5;1;1;2;1;0;0;1;0;0.9;0.9;0.4;1.4;7;4;27;0.15;0.15;0.31;0.15;0.31;0.15;0.07;0.21;0.15;0.21
545;Jorge Torres Nilo;mx MEX;DF;Toluca;35-107;1988;6;2;186;2.1;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
546;Raúl Torres Rodríguez;mx MEX;DF;Querétaro;26-250;1996;6;1;171;1.9;1;0;1;1;0;0;3;0;0.1;0.1;0.3;0.4;1;14;6;0.53;0.00;0.53;0.53;0.53;0.04;0.15;0.19;0.04;0.19
547;Christopher Trejo;mx MEX;FWMF;Atlas;23-152;1999;29;3;735;8.2;2;0;2;2;0;0;2;0;1.9;1.9;1.7;3.6;13;28;54;0.24;0.00;0.24;0.24;0.24;0.23;0.21;0.44;0.23;0.44
548;Lucas Trezza;uy URU;MF;Atlas;26-067;1997;3;0;54;0.6;0;0;0;0;0;0;0;0;0.4;0.4;0.2;0.6;1;5;3;0.00;0.00;0.00;0.00;0.00;0.71;0.25;0.97;0.71;0.97
549;Santiago Trigos;mx MEX;MF;UNAM;21-101;2002;12;1;309;3.4;0;1;1;0;0;0;0;0;0.0;0.0;0.4;0.4;1;8;5;0.00;0.29;0.29;0.00;0.29;0.00;0.12;0.12;0.00;0.12
550;Héctor Uribe;mx MEX;DF;León;18-333;2004;5;1;150;1.7;2;0;2;2;0;0;0;0;0.1;0.1;0.1;0.1;3;8;12;1.20;0.00;1.20;1.20;1.20;0.03;0.05;0.08;0.03;0.08
551;Agustín Urzi;ar ARG;MFFW;FC Juárez;22-364;2000;11;5;476;5.3;0;1;1;0;0;0;1;0;0.4;0.4;0.6;1.1;16;19;47;0.00;0.19;0.19;0.00;0.19;0.08;0.12;0.20;0.08;0.20
552;Óscar Ustari;ar ARG;GK;Pachuca;36-304;1986;31;31;2745;30.5;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
553;Diego Valdés;cl CHI;MFFW;América;29-093;1994;32;31;2495;27.7;10;9;19;10;0;0;5;0;9.1;9.1;7.6;16.7;67;254;157;0.36;0.32;0.69;0.36;0.69;0.33;0.27;0.60;0.33;0.60
554;Bruno Valdez;py PAR;DF;América;30-209;1992;8;6;545;6.1;0;1;1;0;0;0;1;0;0.1;0.1;0.1;0.2;3;12;0;0.00;0.17;0.17;0.00;0.17;0.01;0.01;0.03;0.01;0.03
555;Carlos Valenzuela;ar ARG;MFFW;Tijuana;26-011;1997;15;11;967;10.7;1;1;2;1;0;0;6;0;1.8;1.8;2.2;4.0;51;59;95;0.09;0.09;0.19;0.09;0.19;0.17;0.21;0.38;0.17;0.38
556;José Van Rankin;mx MEX;DF;Necaxa;29-354;1993;17;14;1405;15.6;0;1;1;0;0;0;4;0;0.1;0.1;1.0;1.1;16;67;29;0.00;0.06;0.06;0.00;0.06;0.00;0.07;0.07;0.00;0.07
557;Camilo Vargas;co COL;GK;Atlas;34-055;1989;30;30;2615;29.1;0;0;0;0;0;0;5;1;0.0;0.0;0.1;0.1;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
558;Ivo Vázquez;mx MEX;DFMF;Puebla;22-199;2000;19;3;487;5.4;0;2;2;0;0;0;4;0;0.1;0.1;0.4;0.5;23;15;22;0.00;0.37;0.37;0.00;0.37;0.02;0.08;0.09;0.02;0.09
559;Alexis Vega;mx MEX;FWMF;Guadalajara;25-159;1997;25;23;2033;22.6;6;7;13;5;1;2;6;0;5.8;4.3;7.4;11.6;79;91;196;0.27;0.31;0.58;0.22;0.53;0.26;0.33;0.59;0.19;0.52
560;Sebastián Vegas;cl CHI;DF;Monterrey;26-150;1996;29;17;1676;18.6;1;1;2;1;0;0;7;0;0.8;0.8;0.5;1.3;16;37;12;0.05;0.05;0.11;0.05;0.11;0.04;0.03;0.07;0.04;0.07
561;Efraín Velarde;mx MEX;DF;UNAM;37-015;1986;7;3;338;3.8;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;7;11;7;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03
562;Jesus Velasco;mx MEX;DF;Necaxa;17-054;2006;1;0;2;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
